codeClean,codeDisinf,codeEcon,codeElev,codeEmgr,codeFalarm,codeGarbage,codeMgr,codeNet,codeSec,codeStr,codeWsupply,convenientFacility,disposalType,educationFacility,kaptCcompany,kaptCode,kaptMgrCnt,kaptName,kaptdCccnt,kaptdClcnt,kaptdDcnt,kaptdEcapa,kaptdEcnt,kaptdPcnt,kaptdPcntu,kaptdScnt,kaptdSecCom,kaptdWtimebus,kaptdWtimesub,subwayLine,subwayStation,welfareFacility
자치관리(직영),위탁관리,단일계약,위탁관리,위탁선임,GR형,거점장비수거방식,위탁관리,,관리방식미정,철근콘크리트구조,부스타방식,"관공서(치안센터,파출소) 병원(김미경산부인과의원)","분무식,기구부착식",초등학교(당서) 중학교(당산서),에이제이대원 주식회사,A15004502,4,당산디오빌,77,1,12,960,5,0,195,0,,5분이내,5분이내,"2호선, 9호선",당산,관리사무소
위탁관리,위탁관리,단일계약,위탁관리,상주선임,P형,음식물쓰레기종량제,위탁관리,유,위탁관리,철근콘크리트구조,고가수조식,"관공서(치안센터,파출소) 병원(남서울정형외과) 대형상가(롯데빅마트)","도포식,분무식",초등학교(당서) 중학교(당산서),우리관리(주),A15004506,4,당산동1차효성아파트,112,4,12,1750,14,135,445,6,명신주택관리(주),5~10분이내,5~10분이내,"2호선, 9호선",당산,"관리사무소, 노인정, 보육시설, 어린이놀이터, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,상주선임,P형,거점장비수거방식,위탁관리,무,위탁관리,철근콘크리트구조,고가수조식,"관공서(치안센터,파출소) 병원(남서울정형외과) 대형상가(2001아울렛)","도포식,분무식",초등학교(당서) 중학교(당산서) 고등학교(선유고등학교),대한종합개발(주),A15004505,6,당산유원제일2차,64,5,12,1350,17,450,0,8,현대관리시스템,5~10분이내,5~10분이내,"2호선, 9호선",당산,"관리사무소, 노인정, 어린이놀이터"
위탁관리,위탁관리,단일계약,위탁관리,위탁선임,P형,음식물쓰레기종량제,위탁관리,유,위탁관리,철근콘크리트구조,고가수조식,"관공서(치안센터,파출소,소방서)",독이식,초등학교(당서) 중학교(당산서),세화종합관리(주),A15004501,3,당산성원아파트,15,3,6,960,5,87,137,2,탑종합관리,5분이내,5분이내,"2호선, 9호선",당산,"관리사무소, 노인정, 어린이놀이터, 휴게시설"
위탁관리,위탁관리,종합계약,위탁관리,상주선임,R형,음식물쓰레기종량제,위탁관리,,위탁관리,철근콘크리트구조,부스타방식,,"분무식,독이식",,우리관리(주),A10024789,8,당산센트럴아이파크,151,9,4,3000,18,0,1121,7,홈스웰,5분이내,5~10분이내,"2호선, 9호선",,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소"
자치관리,위탁관리,종합계약,위탁관리,상주선임,P형,음식물쓰레기종량제,자치관리,,자치관리,철근콘크리트구조,고가수조식,관공서(남부교육청) 병원(서울성모병원) 기타(대한결핵협회),"분무식,독이식",초등학교(영동초) 중학교(당산중),,A15081001,5,래미안당산1차아파트,46,4,12,1100,10,109,220,6,,5~10분이내,5~10분이내,"2호선, 9호선",당산역,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,상주선임,GR형,거점장비수거방식,위탁관리,무,위탁관리,철근콘크리트구조,부스타방식,관공서(남부교육청) 병원(한강성심병원) 백화점(롯데백화점 영등포점) 공원(당산동마을마당공원) 기타(대한결핵협회),"분무식,독이식",초등학교(영동초) 중학교(당산중),(주)타워피엠씨,A15081002,7,당산강변래미안3차,152,10,12,3000,23,100,910,8,듀델코리아,5~10분이내,10~15분이내,"2호선, 9호선",당산역,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,상주선임,P형,음식물쓰레기종량제,위탁관리,,위탁관리,철근콘크리트구조,고가수조식,관공서(동사무소) 병원(계남한의원) 백화점(롯데백화점) 대형상가(삼성디지털프라자) 공원(영등포공원),,초등학교(서울영원),(주)한빛관리,A15083202,4,도림동아에코빌,73,4,12,1520,8,59,342,4,우창개발,5~10분이내,10~15분이내,"1호선, 2호선",영등포,"관리사무소, 노인정, 어린이놀이터, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,위탁선임,P형,음식물쓰레기종량제,자치관리,,위탁관리,철근콘크리트구조,고가수조식,"관공서(주민센터) 병원(고려대학교 구로병원) 백화점(롯데) 대형상가(테크노마트, 디큐브씨티) 공원(도림동철도연변소공원)","도포식,분무식,독이식",초등학교(도림초) 중학교(대영) 고등학교(대영),,A15083201,3,도림청구,32,2,12,837,4,84,123,2,(주)이오티앤디,5분이내,10~15분이내,"1호선, 2호선",신도림역,"관리사무소, 노인정, 어린이놀이터"
위탁관리,위탁관리,종합계약,위탁관리,상주선임,P형,차량수거방식,위탁관리,유,위탁관리,철근콘크리트구조,압력탱크식,백화점() 공원(),"도포식,분무식",초등학교(),한국주택시설관리(주),A15076702,7,영등포아트자이,216,8,12,6050,17,10,836,10,우창개발,5~10분이내,5~10분이내,"1호선, 2호선",신도림역,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터"
위탁관리,위탁관리,단일계약,위탁관리,위탁선임,P형,거점장비수거방식,자치관리,,위탁관리,철근콘크리트구조,고가수조식,,독이식,,,A15076701,2,도림한라,,1,12,,3,21,120,2,엔케이에스씨,5분이내,5~10분이내,"1호선, 2호선",,"관리사무소, 노인정, 보육시설, 어린이놀이터, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,위탁선임,P형,거점장비수거방식,위탁관리,,위탁관리,철근콘크리트구조,고가수조식,"관공서(영등포 등기소,구로세무서) 병원(참사랑병원) 백화점(영등포 롯데백화점) 대형상가(삼성홈플러스,센터플러스) 공원(문래공원) 기타(인근 아파트형공장)","도포식,분무식",초등학교(신도림),광인산업(주),A15009201,5,문래남성,24,2,4,980,4,256,0,6,(주)경진이앤지,5~10분이내,5~10분이내,"1호선, 2호선",신도림,"관리사무소, 노인정, 어린이놀이터, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,위탁선임,P형,음식물쓰레기종량제,위탁관리,,위탁관리,철근콘크리트구조,부스타방식,"관공서(영등포세무서,등기소) 병원(이혜영치과) 백화점(홈플러스) 대형상가(영일시장) 공원(문래공원) 기타(아파트형공장)","도포식,분무식",초등학교(문래) 중학교(양화),서림주택관리,A15083602,4,문래공원한신,32,3,12,1140,7,208,0,6,(주)강일기업,5분이내,5분이내,2호선,문래,"관리사무소, 노인정, 어린이놀이터, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,상주선임,R형,거점장비수거방식,위탁관리,,위탁관리,철근콘크리트구조,부스타방식,"관공서(영등포세무서,등기소) 병원(강일한의원) 백화점(롯데,신세계,경방필) 대형상가(영일시장) 공원(문래공원) 기타(아파트형공장)",도포식,초등학교(문래) 중학교(양화),서일개발,A15083404,13,문래자이아파트,228,12,1,4000,28,284,1747,22,(주)동익,5분이내,5분이내,2호선,문래,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소"
위탁관리,위탁관리,종합계약,위탁관리,상주선임,R형,음식물쓰레기종량제,위탁관리,,위탁관리,철근콘크리트구조,부스타방식,"관공서(영등포세무서,등기소) 병원(문래현대의원) 백화점(롯데,신세계,경방필) 대형상가(영일시장) 공원(문래공원) 기타(아파트형공장)",도포식,초등학교(문래) 중학교(양화),(주)무림하우징,A15083603,9,문래힐스테이트,208,9,12,5350,19,158,1234,10,조은세이프,5~10분이내,5분이내,"1호선, 2호선",문래역,"관리사무소, 노인정, 문고, 주민공동시설, 자전거보관소"
위탁관리,위탁관리,종합계약,,위탁선임,R형,차량수거방식,위탁관리,,위탁관리,콘크리트구조,부스타방식,,,,서림주택관리(주),A15076801,2,금호어울림,31,1,6,600,,10,144,4,(주)조은시스템,5분이내,5분이내,2호선,,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소"
자치관리,위탁관리,종합계약,위탁관리,위탁선임,P형,기타,자치관리,,자치관리,철골철근콘크리트구조,고가수조식,기타(),분무식,,,A10027023,1,문래우정아파트,32,1,12,400,3,0,124,2,자치,5분이내,5~10분이내,2호선,,"관리사무소, 노인정, 어린이놀이터"
위탁관리,위탁관리,단일계약,위탁관리,위탁선임,P형,음식물쓰레기종량제,위탁관리,,위탁관리,철근콘크리트구조,고가수조식,"관공서(영등포세무서,등기소) 병원(김안과) 백화점(롯데,신세계,경방필) 대형상가(홈플러스) 공원(문래공원) 기타(아파트형공장)","도포식,분무식",초등학교(문래) 중학교(양화) 고등학교(관악고),서림주택관리(주),A15083601,4,문래국화,37,3,12,845,9,255,0,3,경진이앤지,5분이내,5분이내,2호선,문래,"관리사무소, 어린이놀이터, 자전거보관소"
위탁관리,위탁관리,종합계약,위탁관리,기타,P형,차량수거방식,위탁관리,,위탁관리,철근콘크리트구조,고가수조식,,분무식,,태영그린(주),A10024832,4,문래해태아파트,16,1,12,682,2,1,89,0,,10~15분이내,10~15분이내,"1호선, 2호선",,"관리사무소, 노인정, 어린이놀이터, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,상주선임,P형,음식물쓰레기종량제,위탁관리,유,위탁관리,철근콘크리트구조,고가수조식,"관공서(영등포등기소, 세무서) 병원(윤치과) 백화점(롯데, 신세계, 경방필) 대형상가(삼성홈플러스, 영일시장) 공원(문래공원) 기타(인근 아파트형공장)","도포식,분무식,기구부착식,독이식",초등학교(문래),세화종합관리(주),A15009402,4,문래삼환,62,4,12,1500,9,48,347,3,듀델코리아,10~15분이내,10~15분이내,"1호선, 2호선","문래,신도림","관리사무소, 노인정, 주민공동시설, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,위탁선임,R형,음식물쓰레기종량제,위탁관리,,위탁관리,철근콘크리트구조,부스타방식,관공서(문래동 주민센터) 병원(엠스치과의원) 백화점(현대백화점 신도림점 ) 대형상가(신도림 다큐브시티) 공원(문래공원),"도포식,분무식,기구부착식","초등학교(문래초등학교, 신도림초등학교) 중학교(신도림중학교) 고등학교(신도림고등학교)",우리관리(주),A15009401,3,리버뷰신안인스빌,64,2,8,1770,4,0,243,3,주식회사 동익,5~10분이내,10~15분이내,"1호선, 2호선",,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,위탁선임,P형,거점장비수거방식,위탁관리,,위탁관리,철근콘크리트구조,부스타방식,"관공서(영등포등기소, 세무서, 영등포구청) 병원(임석수치과) 백화점(롯데, 신세계, 경방필) 대형상가(삼성홈플러스, 영일시장) 공원(문래공원) 기타(인근아파트형공장)",분무식,초등학교(영문) 중학교(문래) 고등학교(관악),(주)신성티엠,A15009505,3,문래두산위브,27,3,12,900,5,308,0,6,(주)신성티엠,20분초과,15~20분이내,2호선,문래,"관리사무소, 노인정, 어린이놀이터, 자전거보관소"
위탁관리,위탁관리,종합계약,위탁관리,위탁선임,P형,거점장비수거방식,위탁관리,,위탁관리,철근콘크리트구조,고가수조식,"관공서(영등포등기소, 세무서) 병원(문종훈치과의원) 백화점(롯데, 신세계, 경방필) 대형상가(삼성홈플러스, 영일시장) 공원(문래공원) 기타(인근아파트형공장)","도포식,분무식,기구부착식,독이식",초등학교(영문) 중학교(문래) 고등학교(관악),주식회사 푸른종합주택관리,A15009503,2,문래대림,42,2,12,841,4,39,212,3,푸른안전산업,5분이내,10~15분이내,2호선,문래,"관리사무소, 노인정, 어린이놀이터, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,위탁선임,P형,음식물쓰레기종량제,위탁관리,무,위탁관리,철근콘크리트구조,부스타방식,"관공서(영등포등기소, 세무서) 병원(영등포병원) 백화점(롯데, 신세계, 경방필) 대형상가(삼성홈플러스, 영일시장) 공원(문래공원) 기타(인근아파트형공장)",분무식,초등학교(영문) 중학교(문래) 고등학교(관악),세화종합관리주식회사,A15009501,2,문래진주,21,2,4,845,8,135,0,4,세화종합관리주식회사,5분이내,10~15분이내,"2호선, 5호선",문래,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,위탁선임,P형,음식물쓰레기종량제,위탁관리,,위탁관리,철근콘크리트구조,부스타방식,"관공서(영등포구청, 영등포경찰서, 영등포소방서, 영등포등기소, 세무서) 병원(이대목동병원, 임석수치과) 백화점(롯데, 신세계, 경방필) 대형상가(삼성홈플러스, 영일시장) 공원(문래공원) 기타(인근아파트형공장)",분무식,초등학교(영문) 중학교(문래) 고등학교(관악),광인산업(주),A15009504,4,문래현대5차아파트,51,3,12,850,9,111,67,4,(주)동익,5~10분이내,10~15분이내,2호선,"문래역, 도림천역","관리사무소, 노인정, 어린이놀이터"
위탁관리,위탁관리,단일계약,위탁관리,위탁선임,P형,음식물쓰레기종량제,위탁관리,,위탁관리,철근콘크리트구조,부스타방식,"관공서(영등포등기소, 세무서) 병원(임석수치과) 백화점(롯데, 신세계, 경방필) 대형상가(삼성홈플러스, 영일시장) 공원(문래공원) 기타(인근아파트형공장)","도포식,분무식",초등학교(영문) 중학교(문래) 고등학교(관악),서일개발,A15009502,2,문래현대3차,17,2,4,550,7,70,32,2,에이스시설관리,5분이내,5~10분이내,2호선,문래,"관리사무소, 노인정, 어린이놀이터, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,상주선임,R형,음식물쓰레기종량제,위탁관리,,위탁관리,철골철근콘크리트구조,부스타방식,,,,(주)다보산업관리,A10026197,4,문래동모아미래도아파트,171,2,12,1850,8,0,251,2,(주)다보산업관리,5분이내,5~10분이내,2호선,,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소"
위탁관리,위탁관리,종합계약,위탁관리,위탁선임,기타,음식물쓰레기종량제,위탁관리,,위탁관리,철근콘크리트구조,부스타방식,"관공서(영등포등기소, 세무서) 병원(임석수치과) 백화점(롯데, 신세계, 경방필) 대형상가(삼성홈플러스, 영일시장) 공원(문래공원) 기타(인근아파트형공장)",분무식,초등학교(문래) 중학교(영문) 고등학교(관악),유원종합관리주식회사,A15009607,4,문래현대2차,64,3,4,850,8,165,43,3,유원종합관리주식회사,5~10분이내,10~15분이내,"2호선, 5호선",문래,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,위탁선임,P형,음식물쓰레기종량제,위탁관리,,위탁관리,철근콘크리트구조,부스타방식,"관공서(영등포등기소, 세무서) 병원(임석수치과) 백화점(롯데, 신세계, 경방필) 대형상가(삼성홈플러스, 영일시장) 공원(문래공원) 기타(인근아파트형공장)","도포식,분무식,독이식",초등학교(문래) 중학교(영문) 고등학교(관악),광인산업(주),A15009606,4,문래베어스타운,54,3,12,1231,10,88,216,2,두원에이앤씨(주),5분이내,10~15분이내,2호선,문래역,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,위탁선임,P형,거점장비수거방식,위탁관리,,위탁관리,철근콘크리트구조,고가수조식,"관공서(영등포등기소, 세무서) 백화점(롯데, 신세계, ) 대형상가(삼성홈플러스, 영일시장) 공원(문래공원) 기타(인근아파트형공장)","도포식,분무식",초등학교(영문) 중학교(문래) 고등학교(관악),(주)한빛관리,A15009602,4,문래한신,23,2,12,540,4,155,0,2,(주)한빛관리,5분이내,10~15분이내,2호선,문래,"관리사무소, 노인정, 어린이놀이터, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,위탁선임,P형,음식물쓰레기종량제,위탁관리,무,위탁관리,철근콘크리트구조,고가수조식,"관공서(영등포등기소, 세무서) 병원(임석수치과) 백화점(롯데, 신세계, 경방필) 대형상가(삼성홈플러스, 영일시장) 공원(문래공원) 기타(인근아파트형공장)","도포식,분무식,기구부착식,독이식",초등학교(문래) 중학교(영문) 고등학교(관악),광인산업(주),A15009605,4,문래현대6차아파트,48,3,12,650,8,55,186,4,우진토탈(주),20분초과,15~20분이내,"2호선, 5호선",문래,"관리사무소, 노인정, 어린이놀이터, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,위탁선임,기타,음식물쓰레기종량제,위탁관리,,위탁관리,철근콘크리트구조,고가수조식,"관공서(영등포등기소, 세무서) 병원(임석수치과) 백화점(롯데, 신세계, 경방필) 대형상가(삼성홈플러스, 영일시장) 공원(문래공원) 기타(인근아파트형공장)",,초등학교(문래) 중학교(영문) 고등학교(관악),에이제이대원 주식회사,A15009604,4,문래현대1차,12,2,12,950,6,210,0,4,,20분초과,15~20분이내,"2호선, 의정부경전철",문래,노인정
위탁관리,위탁관리,단일계약,위탁관리,위탁선임,P형,음식물쓰레기종량제,위탁관리,,위탁관리(직영+위탁),철근콘크리트구조,고가수조식,"관공서(영등포등기소, 세무서) 병원(임석수치과) 백화점(롯데, 신세계, 경방필) 대형상가(삼성홈플러스, 영일시장) 공원(문래공원) 기타(인근아파트형공장)",분무식,초등학교(문래) 중학교(영문) 고등학교(관악),광인산업(주),A15009603,3,문래대원,32,2,12,900,6,44,196,4,,20분초과,15~20분이내,2호선,문래,"관리사무소, 노인정, 어린이놀이터, 자전거보관소"
위탁관리(직영+위탁),위탁관리,단일계약,위탁관리,위탁선임,P형,음식물쓰레기종량제,위탁관리,,위탁관리(직영+위탁),철근콘크리트구조,고가수조식,공원(),"도포식,분무식,독이식",초등학교() 중학교(),유원종합관리(주),A15009601,3,문래미원아파트,24,2,12,781,5,30,146,3,,5분이내,5~10분이내,"2호선, 5호선",,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,위탁선임,P형,음식물쓰레기종량제,자치관리,,위탁관리,철골철근콘크리트구조,부스타방식,,도포식,,,A10027512,1,문래유원아파트,28,1,4,580,5,55,62,2,성진,5분이내,10~15분이내,,,"관리사무소, 노인정, 어린이놀이터, 자전거보관소"
위탁관리,위탁관리,종합계약,위탁관리,상주선임,R형,거점장비수거방식,위탁관리,,위탁관리,철근콘크리트구조,부스타방식,,분무식,초등학교() 중학교() 고등학교(),우리관리(주),A10024925,8,문래롯데캐슬아파트,112,7,4,3150,28,0,561,4,(주)홈스웰,5분이내,5~10분이내,"2호선, 5호선",도림천,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 커뮤니티공간"
위탁관리,위탁관리,종합계약,위탁관리,위탁선임,R형,거점장비수거방식,위탁관리,,위탁관리,철골철근콘크리트구조,부스타방식,공원(),"도포식,분무식",초등학교() 중학교() 고등학교(),광인산업(주),A10024495,4,e편한세상 문래 에듀플라츠,114,3,12,750,8,5,282,2,피누스이앤씨,5분이내,10~15분이내,5호선,,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소"
위탁관리,위탁관리,종합계약,위탁관리,위탁선임,P형,거점장비수거방식,위탁관리,무,위탁관리,철근콘크리트구조,부스타방식,"관공서(영등포등기소, 세무서) 병원(연세이비인후과) 백화점(롯데, 신세계, 경방필) 대형상가(삼성홈플러스, 영일시장) 공원(문래공원) 기타(인근 아파트형 공장)",분무식,초등학교(영문) 중학교(문래) 고등학교(관악),(주)경진관리,A15086202,5,양평신동아아파트,28,5,12,900,4,400,0,10,(주)경진관리,5분이내,5~10분이내,"2호선, 5호선","문래, 양평","관리사무소, 노인정, 어린이놀이터, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,위탁선임,P형,음식물쓰레기종량제,위탁관리,무,위탁관리,철근콘크리트구조,고가수조식,"관공서(영등포등기소, 세무서) 병원(이민정치과) 백화점(롯데, 신세계, 경방필) 대형상가(삼성홈플러스, 영일시장) 공원(문래공원) 기타(인근 아파트형 공장)","분무식,독이식",초등학교(영문) 중학교(문래) 고등학교(관악),에이제이대원 주식회사,A15086201,2,양평서통한신,24,2,12,550,5,22,186,2,에코그린티엠,5분이내,5~10분이내,"2호선, 5호선","문래, 양평","관리사무소, 노인정, 어린이놀이터"
위탁관리,위탁관리,종합계약,위탁관리,상주선임,R형,음식물쓰레기종량제,위탁관리,유,위탁관리(직영+위탁),철근콘크리트구조,부스타방식,,분무식,,주식회사 한빛종합관리,A10024316,5,영등포 중흥S-클래스,206,4,12,1750,6,0,402,2,주식회사 한빛종합관리,5분이내,5분이내,5호선,,"관리사무소, 노인정, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,위탁선임,P형,음식물쓰레기종량제,위탁관리,,위탁관리,철근콘크리트구조,수도직결식,"관공서(동사무소,영등포구청,출입국사무소) 병원(영등포병원, 수병원(화상전문병원)) 백화점(현대백화점,행복한백화점,홈플러스) 대형상가() 공원(문래어린이공원) 기타()","도포식,분무식",초등학교(영문) 중학교(문래) 고등학교(관악),대원종합관리(주),A15010203,4,양평벽산,24,3,12,900,3,224,0,6,,10~15분이내,5~10분이내,"2호선, 5호선",양평,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 유치원, 자전거보관소, 기타"
위탁관리,위탁관리,단일계약,위탁관리,상주선임,R형,음식물쓰레기종량제,위탁관리,무,위탁관리,철근콘크리트구조,고가수조식,관공서(동사무소) 병원(백정형외과) 대형상가(양남시장) 공원(어린이공원),"분무식,독이식",초등학교(영문) 중학교(문래) 고등학교(관악),남경종합관리(주),A15010202,5,양평삼성래미안,59,4,4,1200,6,87,314,4,남경종합관리(주),5~10분이내,5~10분이내,5호선,양평,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소"
위탁관리,위탁관리,기타,위탁관리,위탁선임,P형,음식물쓰레기종량제,위탁관리,무,위탁관리,철근콘크리트구조,고가수조식,관공서(동사무소) 병원(백정형외과) 대형상가(양남시장) 공원(어린이공원),"도포식,분무식",초등학교(영문) 중학교(문래) 고등학교(관악),(주)한얼관리,A15010201,2,양평상록수,21,1,12,425,5,22,31,2,(주)한얼관리,5분이내,5~10분이내,5호선,양평,"관리사무소, 노인정, 주민공동시설, 자전거보관소"
,,,,,,,기타,,,,,,,,,A10025034,,오목교벽산블루밍아파트,,,,,,,,,,,,,,
자치관리(직영),위탁관리,단일계약,위탁관리,위탁선임,P형,음식물쓰레기종량제,위탁관리,,위탁관리,철근콘크리트구조,고가수조식,"관공서(구청,세무서) 병원(영등포병원) 대형상가(코스트고홀세세일) 공원(당산공원)",,초등학교(당중),에이제이대원 주식회사,A15010303,3,양평동삼천리아파트,50,2,12,600,6,35,180,2,에이제이대원,5분이내,5분이내,"2호선, 5호선",양평,"관리사무소, 노인정, 어린이놀이터"
위탁관리,위탁관리,단일계약,위탁관리,상주선임,P형,거점장비수거방식,위탁관리,,위탁관리,철근콘크리트구조,부스타방식,관공서() 병원() 대형상가() 공원(한강시민공원),"도포식,분무식",초등학교(양화) 중학교(양평) 고등학교(선유 양평),우리관리(주),A15010305,4,양평현대2차,52,3,12,1000,12,246,0,4,동익(주),10~15분이내,5~10분이내,"2호선, 5호선, 9호선",양평,"관리사무소, 노인정, 어린이놀이터, 자전거보관소"
자치관리(직영),위탁관리,단일계약,위탁관리,위탁선임,GR형,차량수거방식,위탁관리,,자치관리(직영),철근콘크리트구조,고가수조식,"관공서(구청,세무서) 병원(영등포병원) 대형상가(코스트코) 공원(당산공원)","분무식,독이식",초등학교(당중),아산종합관리(주),A15010302,2,양평경남1차,32,2,16,450,3,9,158,2,,5~10분이내,5~10분이내,"2호선, 5호선","2호선 영등포구청역, 5호선 양평역","관리사무소, 노인정, 보육시설, 어린이놀이터, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,상주선임,GR형,음식물쓰레기종량제,위탁관리,,위탁관리,철근콘크리트구조,부스타방식,"관공서(영등포구청, 강서세무서) 병원() 공원(한강시민공원, 선유도공원)","분무식,기구부착식,기구설치식,독이식",초등학교(선유) 중학교(선유) 고등학교(선유 ),남경종합관리(주),A15010307,7,양평동6차현대아파트,104,7,12,2750,17,79,709,7,남경종합관리,5분이내,5~10분이내,"2호선, 5호선, 9호선","당산역, 영등포구청역","관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,위탁선임,P형,음식물쓰레기종량제,위탁관리,무,위탁관리,철골철근콘크리트구조,고가수조식,관공서() 병원() 백화점() 대형상가() 공원(),"분무식,독이식",중학교() 고등학교(),신한영주택관리(주),A15010304,3,양평삼호,35,2,12,700,4,57,171,2,뉴맨테크,5~10분이내,5~10분이내,"2호선, 5호선",,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,상주선임,P형,음식물쓰레기종량제,위탁관리,,위탁관리,철근콘크리트구조,부스타방식,관공서(영등포구청) 병원(대명병원) 공원(선유도공원),"도포식,분무식,독이식",초등학교(선유초등학교) 중학교(선유중학교) 고등학교(선유고등학교),광인산업(주),A15010306,6,양평거성파스텔,55,4,4,1300,12,113,572,6,(주)듀델코리아,5분이내,10~15분이내,"2호선, 5호선, 9호선",,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 자전거보관소"
위탁관리,위탁관리,단일계약,자치관리(직영),위탁선임,P형,거점장비수거방식,위탁관리,,자치관리(직영),철근콘크리트구조,부스타방식,관공서(양평1동사무소) 병원() 백화점() 대형상가() 공원(한강시민공원) 기타(),"도포식,독이식",초등학교(당중) 중학교(양평) 고등학교(선유 양평),율산개발(주),A15010301,2,양평우림루미아트,30,2,12,600,6,15,166,2,,10~15분이내,5~10분이내,"2호선, 5호선",양평,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소"
위탁관리,위탁관리(직영+위탁),종합계약,위탁관리,위탁선임,GR형,음식물쓰레기종량제,위탁관리,,위탁관리,철골콘크리트구조,부스타방식,,"도포식,분무식,기구부착식",,(주)로이안,A10026457,2,양평역미소지움아파트,32,2,6,800,4,32,96,2,(주)로이안,5분이내,5분이내,5호선,양평역,"관리사무소, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소, 기타"
위탁관리,위탁관리,종합계약,위탁관리,상주선임,P형,음식물쓰레기종량제,위탁관리,,위탁관리,철근콘크리트구조,부스타방식,"관공서(세무서,국세청) 병원(대명병원, 강병우치과) 공원(선유도 공원, 한강시민공원)","도포식,분무식","초등학교(선유, 당산) 중학교(선유) 고등학교(선유)",한영주택관리(주),A15086601,2,양평경남2차아너스빌,43,2,12,600,3,17,196,3,(주)한영파트너스FH,5~10분이내,5~10분이내,"2호선, 9호선",당산,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,위탁선임,P형,음식물쓰레기종량제,위탁관리,,위탁관리,철근콘크리트구조,고가수조식,"관공서(세무서,국세청) 병원(강병우치과) 공원(한강시민공원)","분무식,독이식",초등학교(양화) 중학교(양평) 고등학교(선유 양평),세화종합관리,A15086702,3,삼호한숲,36,2,12,600,5,26,186,2,세화종합관리,5분이내,5분이내,9호선,당산,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소"
위탁관리,위탁관리,단일계약,위탁관리,위탁선임,P형,음식물쓰레기종량제,위탁관리,,위탁관리(직영+위탁),철근콘크리트구조,수도직결식,"관공서(세무서,국세청) 병원(강병우치과) 공원(한강시민공원)",분무식,초등학교(양화) 중학교(양평) 고등학교(선유 양평),세화종합관리(주),A15086603,4,양평성원,60,4,12,1250,11,136,197,4,,20분초과,15~20분이내,"2호선, 9호선",당산,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소, 기타"
